OBJECTID,TreeID,Genus,SpecificEpithet,CultivarName,ScientificName,CommonName,DBH_in,Height_ft,CampusArea
19134,28745,Olea,europaea,,Olea europaea,Olive,7,< 16 Feet,West Campus
19135,28746,Olea,europaea,,Olea europaea,Olive,6,< 16 Feet,West Campus
19136,28748,Olea,europaea,,Olea europaea,Olive,4,< 16 Feet,West Campus
19137,28749,Olea,europaea,,Olea europaea,Olive,6,< 16 Feet,West Campus
19138,28750,Olea,europaea,,Olea europaea,Olive,6,< 16 Feet,West Campus
19139,28751,Olea,europaea,,Olea europaea,Olive,6,< 16 Feet,West Campus
19140,28752,Olea,europaea,,Olea europaea,Olive,7,< 16 Feet,West Campus
19141,28754,Olea,europaea,,Olea europaea,Olive,5,< 16 Feet,West Campus
19142,28755,Olea,europaea,,Olea europaea,Olive,4,< 16 Feet,West Campus
19143,28756,Olea,europaea,,Olea europaea,Olive,6,< 16 Feet,West Campus
19144,28757,Olea,europaea,,Olea europaea,Olive,5,< 16 Feet,West Campus
19145,28758,Olea,europaea,,Olea europaea,Olive,5,< 16 Feet,West Campus
19146,28759,Olea,europaea,,Olea europaea,Olive,3,< 16 Feet,West Campus
19147,28760,Olea,europaea,,Olea europaea,Olive,3,< 16 Feet,West Campus
19148,28761,Olea,europaea,,Olea europaea,Olive,3,< 16 Feet,West Campus
19149,28763,Olea,europaea,,Olea europaea,Olive,6,< 16 Feet,West Campus
19150,28764,Olea,europaea,,Olea europaea,Olive,4,< 16 Feet,West Campus
19151,28765,Olea,europaea,,Olea europaea,Olive,5,< 16 Feet,West Campus
19152,28766,Olea,europaea,,Olea europaea,Olive,6,< 16 Feet,West Campus
19153,28767,Olea,europaea,,Olea europaea,Olive,2,< 16 Feet,West Campus
19154,28768,Olea,europaea,,Olea europaea,Olive,4,< 16 Feet,West Campus
19155,28769,Olea,europaea,,Olea europaea,Olive,5,< 16 Feet,West Campus
19156,28771,Olea,europaea,,Olea europaea,Olive,7,< 16 Feet,West Campus
19157,28772,Olea,europaea,,Olea europaea,Olive,3,< 16 Feet,West Campus
19158,28773,Olea,europaea,,Olea europaea,Olive,5,< 16 Feet,West Campus
19159,28774,Olea,europaea,,Olea europaea,Olive,2,< 16 Feet,West Campus
19160,28775,Olea,europaea,,Olea europaea,Olive,4,< 16 Feet,West Campus
19161,28776,Olea,europaea,,Olea europaea,Olive,6,< 16 Feet,West Campus
19162,28777,Olea,europaea,,Olea europaea,Olive,1,< 16 Feet,West Campus
19163,28778,Olea,europaea,,Olea europaea,Olive,3,< 16 Feet,West Campus
19164,28779,Olea,europaea,,Olea europaea,Olive,3,< 16 Feet,West Campus
19165,28780,Olea,europaea,,Olea europaea,Olive,3,< 16 Feet,West Campus
19166,28781,Olea,europaea,,Olea europaea,Olive,6,< 16 Feet,West Campus
19167,28782,Olea,europaea,,Olea europaea,Olive,5,< 16 Feet,West Campus
19168,28783,Olea,europaea,,Olea europaea,Olive,7,< 16 Feet,West Campus
19169,28784,Olea,europaea,,Olea europaea,Olive,5,< 16 Feet,West Campus
19170,28785,Olea,europaea,,Olea europaea,Olive,4,< 16 Feet,West Campus
19171,28786,Olea,europaea,,Olea europaea,Olive,5,< 16 Feet,West Campus
19172,28787,Olea,europaea,,Olea europaea,Olive,4,< 16 Feet,West Campus
19173,28788,Olea,europaea,,Olea europaea,Olive,3,< 16 Feet,West Campus
19174,28789,Olea,europaea,,Olea europaea,Olive,7,< 16 Feet,West Campus
19175,28790,Olea,europaea,,Olea europaea,Olive,7,< 16 Feet,West Campus
19176,28792,Olea,europaea,,Olea europaea,Olive,7,< 16 Feet,West Campus
19177,28793,Olea,europaea,,Olea europaea,Olive,6,< 16 Feet,West Campus
19178,28794,Olea,europaea,,Olea europaea,Olive,6,< 16 Feet,West Campus
19179,28795,Olea,europaea,,Olea europaea,Olive,7,< 16 Feet,West Campus
19180,28796,Olea,europaea,,Olea europaea,Olive,2,< 16 Feet,West Campus
19181,28797,Olea,europaea,,Olea europaea,Olive,9,< 16 Feet,West Campus
19182,28799,Olea,europaea,,Olea europaea,Olive,7,< 16 Feet,West Campus
19183,28800,Olea,europaea,,Olea europaea,Olive,4,< 16 Feet,West Campus
19184,28801,Olea,europaea,,Olea europaea,Olive,5,< 16 Feet,West Campus
19185,28802,Olea,europaea,,Olea europaea,Olive,5,< 16 Feet,West Campus
19186,28803,Olea,europaea,,Olea europaea,Olive,4,< 16 Feet,West Campus
19187,28804,Olea,europaea,,Olea europaea,Olive,5,< 16 Feet,West Campus
19188,28805,Olea,europaea,,Olea europaea,Olive,6,< 16 Feet,West Campus
19189,28806,Olea,europaea,,Olea europaea,Olive,3,< 16 Feet,West Campus
19190,28808,Olea,europaea,,Olea europaea,Olive,7,< 16 Feet,West Campus
19191,28809,Olea,europaea,,Olea europaea,Olive,5,< 16 Feet,West Campus
19192,28810,Olea,europaea,,Olea europaea,Olive,6,< 16 Feet,West Campus
19193,28811,Olea,europaea,,Olea europaea,Olive,7,< 16 Feet,West Campus
19194,28812,Olea,europaea,,Olea europaea,Olive,9,< 16 Feet,West Campus
19195,28813,Olea,europaea,,Olea europaea,Olive,6,< 16 Feet,West Campus
19196,28814,Olea,europaea,,Olea europaea,Olive,5,< 16 Feet,West Campus
19197,28815,Olea,europaea,,Olea europaea,Olive,4,< 16 Feet,West Campus
19198,28816,Olea,europaea,,Olea europaea,Olive,6,< 16 Feet,West Campus
19199,28817,Olea,europaea,,Olea europaea,Olive,4,< 16 Feet,West Campus
19200,28818,Olea,europaea,,Olea europaea,Olive,1,< 16 Feet,West Campus
19201,28819,Olea,europaea,,Olea europaea,Olive,7,< 16 Feet,West Campus
19202,28820,Olea,europaea,,Olea europaea,Olive,6,< 16 Feet,West Campus
19203,28821,Olea,europaea,,Olea europaea,Olive,5,< 16 Feet,West Campus
19204,28823,Olea,europaea,,Olea europaea,Olive,7,< 16 Feet,West Campus
19205,28825,Olea,europaea,,Olea europaea,Olive,6,< 16 Feet,West Campus
19206,28826,Olea,europaea,,Olea europaea,Olive,6,< 16 Feet,West Campus
19207,28827,Olea,europaea,,Olea europaea,Olive,7,< 16 Feet,West Campus
19208,28828,Morus,alba,,Morus alba,White Mulberry,20,16 - 33 Feet,South Campus
19209,28829,Quercus,lobata,,Quercus lobata,Valley Oak,11,16 - 33 Feet,South Campus
19210,28830,Quercus,lobata,,Quercus lobata,Valley Oak,18,16 - 33 Feet,South Campus
19211,28831,Sambucus,nigra,,Sambucus nigra,Elderberry,10,< 16 Feet,South Campus
19212,28832,Sambucus,nigra,,Sambucus nigra,Elderberry,6,< 16 Feet,South Campus
19213,28833,Celtis,sinensis,,Celtis sinensis,Chinese Hackberry,15,16 - 33 Feet,South Campus
19214,28834,Celtis,sinensis,,Celtis sinensis,Chinese Hackberry,10,16 - 33 Feet,South Campus
19215,28835,Sambucus,nigra,,Sambucus nigra,Elderberry,30,< 16 Feet,South Campus
19216,28836,Sambucus,nigra,,Sambucus nigra,Elderberry,8,< 16 Feet,South Campus
19217,28837,Quercus,lobata,,Quercus lobata,Valley Oak,7,16 - 33 Feet,South Campus
19218,28838,Celtis,sinensis,,Celtis sinensis,Chinese Hackberry,18,34 - 50 Feet,South Campus
19219,28839,Quercus,lobata,,Quercus lobata,Valley Oak,16,16 - 33 Feet,South Campus
19220,28840,Sambucus,nigra,,Sambucus nigra,Elderberry,6,< 16 Feet,South Campus
19221,28841,Sambucus,nigra,,Sambucus nigra,Elderberry,15,< 16 Feet,South Campus
19222,28842,Quercus,lobata,,Quercus lobata,Valley Oak,15,34 - 50 Feet,South Campus
19223,28843,Quercus,lobata,,Quercus lobata,Valley Oak,17,16 - 33 Feet,South Campus
19224,28844,Celtis,sinensis,,Celtis sinensis,Chinese Hackberry,41,16 - 33 Feet,South Campus
19225,28846,Prunus,sp.,,Prunus sp.,UNKNOWN,24,16 - 33 Feet,South Campus
19226,28847,Prunus,dulcis,,Prunus dulcis,Almond,22,16 - 33 Feet,South Campus
19227,28848,Prunus,dulcis,,Prunus dulcis,Almond,21,16 - 33 Feet,South Campus
19228,28849,Prunus,dulcis,,Prunus dulcis,Almond,19,16 - 33 Feet,South Campus
19229,28850,Sambucus,nigra,,Sambucus nigra,Elderberry,1,< 16 Feet,South Campus
19230,28851,Prunus,sp.,,Prunus sp.,UNKNOWN,12,16 - 33 Feet,South Campus
19231,28852,Prunus,sp.,,Prunus sp.,UNKNOWN,10,16 - 33 Feet,South Campus
19232,28853,Prunus,sp.,,Prunus sp.,UNKNOWN,7,< 16 Feet,South Campus
19233,28855,Prunus,sp.,,Prunus sp.,UNKNOWN,25,16 - 33 Feet,South Campus
19234,28856,Prunus,avium,,,Wild Cherry,6,16 - 33 Feet,South Campus
19235,28857,Quercus,lobata,,Quercus lobata,Valley Oak,12,16 - 33 Feet,South Campus
19236,28858,Quercus,lobata,,Quercus lobata,Valley Oak,9,16 - 33 Feet,South Campus
19237,28859,Prunus,dulcis,,Prunus dulcis,Almond,10,16 - 33 Feet,South Campus
19238,28860,Quercus,lobata,,Quercus lobata,Valley Oak,25,34 - 50 Feet,South Campus
19239,28861,Quercus,lobata,,Quercus lobata,Valley Oak,20,34 - 50 Feet,South Campus
19240,28862,Prunus,dulcis,,Prunus dulcis,Almond,11,16 - 33 Feet,South Campus
19241,28863,Quercus,lobata,,Quercus lobata,Valley Oak,17,34 - 50 Feet,South Campus
19242,28864,Juglans,hindsii,,Juglans hindsii,California Black Walnut,9,< 16 Feet,South Campus
19243,28865,Quercus,lobata,,Quercus lobata,Valley Oak,7,16 - 33 Feet,South Campus
19244,28866,Quercus,agrifolia,,Quercus agrifolia,Coast Live Oak,23,16 - 33 Feet,South Campus
19245,28867,Juglans,hindsii,,Juglans hindsii,California Black Walnut,20,16 - 33 Feet,South Campus
19246,28868,Quercus,agrifolia,,Quercus agrifolia,Coast Live Oak,7,< 16 Feet,South Campus
19247,28869,Prunus,dulcis,,Prunus dulcis,Almond,11,16 - 33 Feet,South Campus
19248,28870,Pyrus,sp.,,Pyrus sp.,UNKNOWN,12,16 - 33 Feet,South Campus
19249,28871,Ailanthus,altissima,,Ailanthus altissima,Tree of Heaven,14,16 - 33 Feet,South Campus
19250,28872,Pinus,halepensis,,Pinus halepensis,Aleppo Pine,17,34 - 50 Feet,South Campus
19251,28873,Ailanthus,altissima,,Ailanthus altissima,Tree of Heaven,6,16 - 33 Feet,South Campus
19252,28875,Quercus,agrifolia,,Quercus agrifolia,Coast Live Oak,12,16 - 33 Feet,South Campus
19253,28876,Quercus,suber,,Quercus suber,Cork Oak,15,34 - 50 Feet,South Campus
19254,28877,Quercus,agrifolia,,Quercus agrifolia,Coast Live Oak,20,16 - 33 Feet,South Campus
19255,28878,Quercus,lobata,,Quercus lobata,Valley Oak,11,16 - 33 Feet,South Campus
19256,28880,Sequoia,sempervirens,,Sequoia sempervirens,Coast Redwood,35,>85 Feet,South Campus
19257,28881,Sequoia,sempervirens,,Sequoia sempervirens,Coast Redwood,45,>85 Feet,South Campus
19258,28882,Quercus,lobata,,Quercus lobata,Valley Oak,20,34 - 50 Feet,Main Campus
19259,28883,Quercus,lobata,,Quercus lobata,Valley Oak,25,34 - 50 Feet,Main Campus
19260,28885,Quercus,suber,,Quercus suber,Cork Oak,6,16 - 33 Feet,Main Campus
19261,28886,Quercus,agrifolia,,Quercus agrifolia,Coast Live Oak,9,16 - 33 Feet,Main Campus
19262,28887,Quercus,lobata,,Quercus lobata,Valley Oak,28,34 - 50 Feet,Main Campus
19263,28888,Quercus,suber,,Quercus suber,Cork Oak,10,16 - 33 Feet,Main Campus
19264,28889,Calocedrus,decurrens,,Calocedrus decurrens,Incense Cedar,20,34 - 50 Feet,Main Campus
19265,28890,Quercus,lobata,,Quercus lobata,Valley Oak,22,16 - 33 Feet,Main Campus
19266,28891,Quercus,lobata,,Quercus lobata,Valley Oak,22,34 - 50 Feet,Main Campus
19267,28892,Quercus,lobata,,Quercus lobata,Valley Oak,12,16 - 33 Feet,Main Campus
19268,28893,Quercus,lobata,,Quercus lobata,Valley Oak,20,16 - 33 Feet,Main Campus
19269,28894,Quercus,agrifolia,,Quercus agrifolia,Coast Live Oak,19,34 - 50 Feet,Main Campus
19270,28895,Quercus,lobata,,Quercus lobata,Valley Oak,10,16 - 33 Feet,Main Campus
19271,28897,Platanus,acerifolia 'Columbia',Columbia,Platanus acerifolia,London Plane Tree,8,34 - 50 Feet,Main Campus
19272,28898,Quercus,lobata,,Quercus lobata,Valley Oak,28,34 - 50 Feet,Main Campus
19273,28899,Quercus,lobata,,Quercus lobata,Valley Oak,30,34 - 50 Feet,Main Campus
19274,28900,Quercus,lobata,,Quercus lobata,Valley Oak,22,34 - 50 Feet,Main Campus
19275,28901,Platanus,acerifolia 'Columbia',Columbia,Platanus acerifolia,London Plane Tree,12,34 - 50 Feet,Main Campus
19276,28902,Quercus,agrifolia,,Quercus agrifolia,Coast Live Oak,7,16 - 33 Feet,Main Campus
19277,28903,Quercus,agrifolia,,Quercus agrifolia,Coast Live Oak,8,16 - 33 Feet,Main Campus
19278,28904,Quercus,lobata,,Quercus lobata,Valley Oak,22,34 - 50 Feet,Main Campus
19279,28905,Cercis,canadensis,,Cercis canadensis,Western Redbud,6,< 16 Feet,Main Campus
19280,28906,Cercis,canadensis,,Cercis canadensis,Western Redbud,7,16 - 33 Feet,Main Campus
19281,28907,Quercus,wislizenii,,Quercus wislizenii,Interior Live Oak,10,16 - 33 Feet,Main Campus
19282,28908,Quercus,lobata,,Quercus lobata,Valley Oak,30,34 - 50 Feet,Main Campus
19283,28909,Quercus,agrifolia,,Quercus agrifolia,Coast Live Oak,32,16 - 33 Feet,Main Campus
19284,28910,Quercus,agrifolia,,Quercus agrifolia,Coast Live Oak,33,34 - 50 Feet,Main Campus
19285,28911,Quercus,lobata,,Quercus lobata,Valley Oak,46,34 - 50 Feet,Main Campus
19286,28912,Quercus,agrifolia,,Quercus agrifolia,Coast Live Oak,25,34 - 50 Feet,Main Campus
19287,28913,Quercus,lobata,,Quercus lobata,Valley Oak,30,34 - 50 Feet,Main Campus
19288,28914,Olea,europaea,,Olea europaea,Olive,20,16 - 33 Feet,Main Campus
19289,28915,Quercus,lobata,,Quercus lobata,Valley Oak,10,16 - 33 Feet,Main Campus
19290,28916,Quercus,agrifolia,,Quercus agrifolia,Coast Live Oak,15,16 - 33 Feet,Main Campus
19291,28917,Quercus,agrifolia,,Quercus agrifolia,Coast Live Oak,16,16 - 33 Feet,Main Campus
19292,28918,Quercus,lobata,,Quercus lobata,Valley Oak,24,34 - 50 Feet,Main Campus
19293,28919,Quercus,agrifolia,,Quercus agrifolia,Coast Live Oak,8,16 - 33 Feet,Main Campus
19294,28920,Quercus,lobata,,Quercus lobata,Valley Oak,24,34 - 50 Feet,Main Campus
19295,28921,Quercus,lobata,,Quercus lobata,Valley Oak,24,34 - 50 Feet,Main Campus
19296,28922,Quercus,lobata,,Quercus lobata,Valley Oak,17,34 - 50 Feet,Main Campus
19297,28924,Quercus,agrifolia,,Quercus agrifolia,Coast Live Oak,17,34 - 50 Feet,Main Campus
19298,28925,Quercus,suber,,Quercus suber,Cork Oak,17,34 - 50 Feet,Main Campus
19299,28926,Cupressus,sempervirens,,Cupressus sempervirens,Italian Cypress,11,16 - 33 Feet,Main Campus
19300,28927,Laurus,nobilis,,Laurus nobilis,Sweet Bay,2,< 16 Feet,Main Campus
19301,28928,Prunus,lyonii,,Prunus lyonii,Catalina Cherry,16,16 - 33 Feet,Main Campus
19302,28929,Prunus,lyonii,,Prunus lyonii,Catalina Cherry,16,16 - 33 Feet,Main Campus
19303,28930,Quercus,suber,,Quercus suber,Cork Oak,24,34 - 50 Feet,Main Campus
19304,28931,Quercus,lobata,,Quercus lobata,Valley Oak,11,16 - 33 Feet,Main Campus
19305,28934,Lagerstroemia,indica,,Lagerstroemia indica,Crape Myrtle,5,< 16 Feet,Main Campus
19306,28935,Lagerstroemia,indica,,Lagerstroemia indica,Crape Myrtle,3,< 16 Feet,Main Campus
19307,28936,Lagerstroemia,indica,,Lagerstroemia indica,Crape Myrtle,6,< 16 Feet,Main Campus
19308,28937,Ginkgo,biloba,,Ginkgo biloba,Maidenhair Tree,1,< 16 Feet,Main Campus
19309,28938,Eriobotrya,deflexa,,Eriobotrya deflexa,Bronze Loquat,5,< 16 Feet,Main Campus
19310,28939,Eriobotrya,deflexa,,Eriobotrya deflexa,Bronze Loquat,4,< 16 Feet,Main Campus
19311,28941,Eriobotrya,deflexa,,Eriobotrya deflexa,Bronze Loquat,14,< 16 Feet,Main Campus
19312,28942,Eriobotrya,deflexa,,Eriobotrya deflexa,Bronze Loquat,14,16 - 33 Feet,Main Campus
19313,28943,Ginkgo,biloba,,Ginkgo biloba,Maidenhair Tree,5,16 - 33 Feet,Main Campus
19314,28944,Ginkgo,biloba,,Ginkgo biloba,Maidenhair Tree,1,< 16 Feet,Main Campus
19315,28945,Arbutus,unedo,,Arbutus unedo,Strawberry Tree,9,< 16 Feet,Main Campus
19316,28946,Arbutus,unedo,,Arbutus unedo,Strawberry Tree,2,< 16 Feet,Main Campus
19317,28947,Citrus,sp.,,Citrus sp.,Orange,2,< 16 Feet,Main Campus
19318,28948,Citrus,sp.,,Citrus sp.,Orange,2,< 16 Feet,Main Campus
19319,28949,Citrus,sp.,,Citrus sp.,Orange,2,< 16 Feet,Main Campus
19320,28950,Citrus,sp.,,Citrus sp.,Orange,2,< 16 Feet,Main Campus
19322,28951,Celtis,sinensis,,Celtis sinensis,Chinese Hackberry,18,34 - 50 Feet,Main Campus
19323,28953,Quercus,lobata,,Quercus lobata,Valley Oak,5,16 - 33 Feet,Main Campus
19325,28956,Ginkgo,biloba,,Ginkgo biloba,Maidenhair Tree,1,< 16 Feet,Main Campus
19326,28957,Ligustrum,sp.,,Ligustrum sp.,UNKNOWN,3,< 16 Feet,Main Campus
19327,28958,Melaleuca,sp.,,Melaleuca sp.,UNKNOWN,6,< 16 Feet,Main Campus
19328,28959,Melaleuca,sp.,,Melaleuca sp.,UNKNOWN,4,< 16 Feet,Main Campus
19329,28960,Melaleuca,sp.,,Melaleuca sp.,UNKNOWN,5,< 16 Feet,Main Campus
19330,28961,Melaleuca,sp.,,Melaleuca sp.,UNKNOWN,8,16 - 33 Feet,Main Campus
19331,28962,Melaleuca,sp.,,Melaleuca sp.,UNKNOWN,7,16 - 33 Feet,Main Campus
19332,28963,Melaleuca,sp.,,Melaleuca sp.,UNKNOWN,8,16 - 33 Feet,Main Campus
19333,28964,Quercus,lobata,,Quercus lobata,Valley Oak,9,34 - 50 Feet,Main Campus
19334,28965,Cedrus,deodara,,Cedrus deodara,Deodar Cedar,28,>85 Feet,Main Campus
19336,28967,UNKNOWN,sp.,,Afrocarpus gracilior,Fern Pine,5,16 - 33 Feet,Main Campus
19337,28968,UNKNOWN,sp.,,Afrocarpus gracilior,Fern Pine,5,16 - 33 Feet,Main Campus
19338,3014,Celtis,sinensis,,Celtis sinensis,Chinese Hackberry,40,51 - 66 Feet,Main Campus
19339,28970,Pittosporum,tobira,,Pittosporum tobira,Mock Orange,7,< 16 Feet,Main Campus
19340,28971,Pittosporum,tobira,,Pittosporum tobira,Mock Orange,8,16 - 33 Feet,Main Campus
19341,28972,Pittosporum,tobira,,Pittosporum tobira,Mock Orange,9,16 - 33 Feet,Main Campus
19342,28973,Vitex,agnus-castus,,Vitex agnus-castus,Chaste Tree,7,< 16 Feet,Main Campus
19343,28974,Cercis,occidentalis,,Cercis occidentalis,Western Redbud,3,< 16 Feet,Main Campus
19344,28975,Cercis,occidentalis,,Cercis occidentalis,Western Redbud,3,< 16 Feet,Main Campus
19345,28976,Cercis,occidentalis,,Cercis occidentalis,Western Redbud,1,< 16 Feet,Main Campus
19346,28977,UNKNOWN,sp.,,UNKNOWN sp.,UNKNOWN,3,16 - 33 Feet,Main Campus
19347,28980,Celtis,sinensis,,Celtis sinensis,Chinese Hackberry,8,34 - 50 Feet,Main Campus
19348,28981,Lagerstroemia,indica,,Lagerstroemia indica,Crape Myrtle,8,< 16 Feet,Main Campus
19349,28982,Taxus,baccata,,Taxus baccata,English Yew,8,16 - 33 Feet,Main Campus
19350,28983,Taxus,baccata,,Taxus baccata,English Yew,8,16 - 33 Feet,Main Campus
19351,28984,Taxus,baccata,,Taxus baccata,English Yew,8,16 - 33 Feet,Main Campus
19352,28985,Taxus,baccata,,Taxus baccata,English Yew,3,< 16 Feet,Main Campus
19353,28986,Taxus,baccata,,Taxus baccata,English Yew,8,16 - 33 Feet,Main Campus
19354,28987,Quercus,fusiformis,,Quercus fusiformis,Texas Live Oak,1,< 16 Feet,Main Campus
19355,28988,Malus,sp.,,Malus sp.,Crabapple,9,16 - 33 Feet,Main Campus
19356,28989,Celtis,sp.,,Celtis sp.,Common Hackberry,10,16 - 33 Feet,Main Campus
19357,28990,Celtis,occidentalis,,Celtis occidentalis,Common Hackberry,20,16 - 33 Feet,Main Campus
19358,28991,Pinus,pinea,,Pinus pinea,Italian Stone Pine,39,34 - 50 Feet,Main Campus
19359,28992,Pistacia,chinensis,,Pistacia chinensis,Chinese Pistache,15,34 - 50 Feet,Main Campus
19360,28993,Fraxinus,sp.,,Fraxinus sp.,Ash species,27,51 - 66 Feet,Main Campus
19361,28994,Lagerstroemia,indica,,Lagerstroemia indica,Crape Myrtle,2,< 16 Feet,Main Campus
19362,28995,Betula,pendula,,Betula pendula,European White Birch,9,34 - 50 Feet,Main Campus
19363,28996,Betula,pendula,,Betula pendula,European White Birch,10,51 - 66 Feet,Main Campus
19364,28997,Pyrus,calleryana,,Pyrus calleryana,Callery Pear,24,34 - 50 Feet,Main Campus
19365,28998,Washingtonia,robusta,,Washingtonia robusta,Mexican Fan Palm,19,>85 Feet,Main Campus
19366,28999,Washingtonia,robusta,,Washingtonia robusta,Mexican Fan Palm,20,67 - 85 Feet,Main Campus
19367,29001,Washingtonia,robusta,,Washingtonia robusta,Mexican Fan Palm,23,67 - 85 Feet,Main Campus
19368,29002,Pyrus,calleryana,,Pyrus calleryana,Callery Pear,11,16 - 33 Feet,Main Campus
19369,29003,Pyrus,calleryana,,Pyrus calleryana,Callery Pear,14,16 - 33 Feet,Main Campus
19370,29004,Pistacia,chinensis,,Pistacia chinensis,Chinese Pistache,19,34 - 50 Feet,Main Campus
19371,29005,Prunus,persica,,Prunus persica,Peach,9,< 16 Feet,Main Campus
19372,29006,Washingtonia,robusta,,Washingtonia robusta,Mexican Fan Palm,18,67 - 85 Feet,Main Campus
19373,29007,Celtis,sinensis,,Celtis sinensis,Chinese Hackberry,13,16 - 33 Feet,Main Campus
19374,29008,Celtis,sinensis,,Celtis sinensis,Chinese Hackberry,28,34 - 50 Feet,Main Campus
19375,29010,Celtis,sinensis,,Celtis sinensis,Chinese Hackberry,23,34 - 50 Feet,Main Campus
19376,29011,Pistacia,chinensis,,Pistacia chinensis,Chinese Pistache,14,34 - 50 Feet,Main Campus
19377,29012,Pistacia,chinensis,,Pistacia chinensis,Chinese Pistache,9,16 - 33 Feet,Main Campus
19378,29013,Pistacia,chinensis,,Pistacia chinensis,Chinese Pistache,17,34 - 50 Feet,Main Campus
19379,29014,Washingtonia,robusta,,Washingtonia robusta,Mexican Fan Palm,19,67 - 85 Feet,Main Campus
19380,29015,Pinus,canariensis,,Pinus canariensis,Canary Island Pine,26,51 - 66 Feet,Main Campus
19381,29016,Celtis,sinensis,,Celtis sinensis,Chinese Hackberry,21,34 - 50 Feet,Main Campus
19382,29017,Alnus,rhombifolia,,Alnus rhombifolia,White Alder,16,16 - 33 Feet,Main Campus
19383,29018,Pyrus,calleryana,,Pyrus calleryana,Callery Pear,15,16 - 33 Feet,Main Campus
19384,29019,Populus,nigra,,Populus nigra,Lombardy Poplar,29,51 - 66 Feet,Main Campus
19385,29020,Populus,nigra,,Populus nigra,Lombardy Poplar,28,34 - 50 Feet,Main Campus
19386,29023,Lagerstroemia,indica,,Lagerstroemia indica,Crape Myrtle,6,< 16 Feet,Main Campus
19387,29024,Lagerstroemia,indica,,Lagerstroemia indica,Crape Myrtle,4,< 16 Feet,Main Campus
19388,29025,Pinus,canariensis,,Pinus canariensis,Canary Island Pine,16,51 - 66 Feet,Main Campus
19389,29026,Pinus,canariensis,,Pinus canariensis,Canary Island Pine,18,51 - 66 Feet,Main Campus
19390,29027,Pinus,canariensis,,Pinus canariensis,Canary Island Pine,24,51 - 66 Feet,Main Campus
19391,29028,Sequoia,sempervirens,,Sequoia sempervirens,Coast Redwood,10,34 - 50 Feet,Main Campus
19392,29029,Celtis,sinensis,,Celtis sinensis,Chinese Hackberry,26,34 - 50 Feet,Main Campus
19393,29030,Populus,nigra,,Populus nigra,Lombardy Poplar,31,51 - 66 Feet,Main Campus
19394,29032,Populus,nigra,,Populus nigra,Lombardy Poplar,31,51 - 66 Feet,Main Campus
19395,29033,Populus,nigra,,Populus nigra,Lombardy Poplar,35,51 - 66 Feet,Main Campus
19396,29035,Lagerstroemia,indica,,Lagerstroemia indica,Crape Myrtle,3,< 16 Feet,Main Campus
19397,29036,Pinus,canariensis,,Pinus canariensis,Canary Island Pine,19,67 - 85 Feet,Main Campus
19398,29037,Pinus,canariensis,,Pinus canariensis,Canary Island Pine,16,51 - 66 Feet,Main Campus
19399,29038,Pinus,canariensis,,Pinus canariensis,Canary Island Pine,16,51 - 66 Feet,Main Campus
19400,29039,Pinus,canariensis,,Pinus canariensis,Canary Island Pine,22,67 - 85 Feet,Main Campus
19401,29040,Celtis,sinensis,,Celtis sinensis,Chinese Hackberry,22,34 - 50 Feet,Main Campus
19402,29041,Pinus,canariensis,,Pinus canariensis,Canary Island Pine,22,51 - 66 Feet,Main Campus
19403,29042,Celtis,sinensis,,Celtis sinensis,Chinese Hackberry,17,34 - 50 Feet,Main Campus
19404,29043,Celtis,sinensis,,Celtis sinensis,Chinese Hackberry,15,34 - 50 Feet,Main Campus
19405,29044,Celtis,sinensis,,Celtis sinensis,Chinese Hackberry,25,16 - 33 Feet,Main Campus
19406,29045,Celtis,sinensis,,Celtis sinensis,Chinese Hackberry,23,16 - 33 Feet,Main Campus
19407,29046,Pittosporum,tobira,,Pittosporum tobira,Mock Orange,14,< 16 Feet,Main Campus
19408,29047,Ficus,carica,,Ficus carica,Edible Fig,12,< 16 Feet,Main Campus
19409,29048,Ficus,carica,,Ficus carica,Edible Fig,15,< 16 Feet,Main Campus
19410,29049,Citrus,sp.,,Citrus sp.,Unknown Citrus,2,< 16 Feet,Main Campus
19411,29050,Citrus,sp.,,Citrus sp.,Unknown Citrus,5,< 16 Feet,Main Campus
19412,29051,Citrus,sp.,,Citrus sp.,Unknown Citrus,3,< 16 Feet,Main Campus
19413,29052,Prunus,lyonii,,Prunus lyonii,Catalina Cherry,8,< 16 Feet,Main Campus
19414,29053,Cocculus,laurifolius,,Coccolus laurifolius,Snailseed,3,< 16 Feet,Main Campus
19415,29054,Sophora,japonica,,Sophora japonica,Japanese Pagoda Tree,20,16 - 33 Feet,Main Campus
19416,29055,Ligustrum,lucidum,,Ligustrum lucidum,Glossy Privet,8,16 - 33 Feet,Main Campus
19417,29056,Celtis,sp.,,Celtis sp.,UNKNOWN,10,16 - 33 Feet,Main Campus
19418,29057,UNKNOWN,sp.,,,UNKNOWN,2,< 16 Feet,Main Campus
19419,29059,UNKNOWN,sp.,,,UNKNOWN,7,< 16 Feet,Main Campus
19420,29060,Vitex,agnus-castus,,Vitex agnus-castus,Chaste Tree,5,< 16 Feet,Main Campus
19421,29061,Olea,europaea,,Olea europaea,Olive,1,< 16 Feet,Main Campus
19422,29064,Albizia,julibrissin,,Albizia julibrissin,Silk Tree,3,< 16 Feet,Main Campus
19423,29065,UNKNOWN,sp.,,UNKNOWN sp.,UNKNOWN,3,< 16 Feet,Main Campus
